Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date,Screener
BTTC,Bitech Technologies Corporation,0.0942,0.0132,16.3,73600,112016,44950000,2024-02-24T06:16:50.226244,Random
OPXS,"Optex Systems Holdings, Inc",6.43,-0.17,-2.58,9815,36701,43876000,2024-02-24T06:16:50.226244,Random
GKPRF,Gatekeeper Systems Inc.,0.455,-0.0137,-2.92,49280,46366,42301000,2024-02-24T06:16:50.226244,Random
AATC,Autoscope Technologies Corporation,7.26,-0.06,-0.87,10759,20072,39482000,2024-02-24T06:16:50.226244,Random
BFRG,"Bullfrog AI Holdings, Inc.",3.9,-0.27,-6.47,231912,2634000,27781000,2024-02-24T06:16:50.226244,Random
DTST,Data Storage Corporation,4.02,-0.3,-6.94,115715,43473,27576000,2024-02-24T06:16:50.226244,Random
QGSI,QuantGate Systems Inc.,0.0497,0.0,0.0,15533,25828,14126000,2024-02-24T06:16:50.226244,Random
SRCGF,Spruce Ridge Resources Ltd.,0.06,0.0139,30.15,21070,25293,12612000,2024-02-24T06:16:50.226244,Random
BGLC,BioNexus Gene Lab Corp.,0.6801,-0.15,-18.07,221466,2123000,12101000,2024-02-24T06:16:50.226244,Random
SLGD,Scott's Liquid Gold-Inc.,0.801,-0.039,-4.64,17325,57500,10418000,2024-02-24T06:16:50.226244,Random
WETG,"WeTrade Group, Inc.",2.89,-0.26,-8.25,40741,85205,7587000,2024-02-24T06:16:50.226244,Random
WETH,Wetouch Technology Inc.,4.77,0.77,19.25,322378,24198,46426000,2024-02-24T06:16:50.226244,Random
GLUC,"Glucose Health, Inc.",0.731,-0.097,-11.71,11999,27593,3323000,2024-02-24T06:16:50.226244,Random
JADA,Jade Art Group Inc.,0.0159,0.0,0.0,28013,32297,1272000,2024-02-24T06:16:50.226244,Random
RNECY,Renesas Electronics Corporation,8.22,-0.13,-1.56,48990,163111,29806000000,2024-02-01T06:18:12.085882,Random
MZDAY,Mazda Motor Corporation,6.04,0.03,0.5,134589,124673,7785000000,2024-02-01T06:18:12.085882,Random
UGP,Ultrapar Participações S.A.,5.71,0.07,1.24,1595000,1360000,6221000000,2024-02-01T06:18:12.085882,Random
MAKSY,Marks and Spencer Group plc,6.22,-0.15,-2.35,31871,36641,6388000000,2024-02-01T06:18:12.085882,Random
AUR,"Aurora Innovation, Inc.",2.99,-0.15,-4.78,4084000,6789000,4544000000,2024-02-01T06:18:12.085882,Random
HMY,Harmony Gold Mining Company Limited,6.19,0.08,1.31,7290000,4708000,3985000000,2024-02-01T06:18:12.085882,Random
UEC,Uranium Energy Corp.,7.64,0.02,0.26,16891000,7998000,3002000000,2024-02-01T06:18:12.085882,Random
YLLXF,Yellow Cake plc,9.27,0.38,4.21,10722,21027,2011000000,2024-02-01T06:18:12.085882,Random
LVWR,"LiveWire Group, Inc.",9.92,-0.43,-4.15,26924,60756,2009000000,2024-02-01T06:18:12.085882,Random
ATHOF,Athabasca Oil Corporation,3.22,-0.083,-2.51,276136,277926,1850000000,2024-02-01T06:18:12.085882,Random
CLBT,Cellebrite DI Ltd.,9.04,-0.32,-3.42,440891,913163,1784000000,2024-02-01T06:18:12.085882,Random
VTEX,VTEX,8.15,-0.07,-0.85,515357,417953,1531000000,2024-02-01T06:18:12.085882,Random
BQSSF,Boss Energy Limited,3.59,-0.1,-2.71,47813,45650,1501000000,2024-02-01T06:18:12.085882,Random
AVPT,"AvePoint, Inc.",7.7,-0.07,-0.9,678740,777028,1414000000,2024-02-01T06:18:12.085882,Random
MDXG,"MiMedx Group, Inc.",7.74,-0.19,-2.4,549973,674645,1133000000,2024-02-01T06:18:12.085882,Random
AUTL,Autolus Therapeutics plc,6.02,0.16,2.73,466531,1277000,1047000000,2024-02-01T06:18:12.085882,Random
TK,Teekay Corporation,8.99,0.0,0.0,623597,618871,817634000,2024-02-01T06:18:12.085882,Random
CIFR,Cipher Mining Inc.,3.04,-0.04,-1.3,15383000,7921000,781456000,2024-02-01T06:18:12.085882,Random
BITF,Bitfarms Ltd.,2.33,0.02,0.87,33423000,27711000,753948000,2024-02-01T06:18:12.085882,Random
DYLLF,Deep Yellow Limited,0.9411,-0.0154,-1.61,116328,212443,736170000,2024-02-01T06:18:12.085882,Random
SNWGF,Snowline Gold Corp.,4.33,0.15,3.59,56001,64387,626802000,2024-02-01T06:18:12.085882,Random
NR,"Newpark Resources, Inc.",6.49,-0.12,-1.82,1026000,879783,552222000,2024-02-01T06:18:12.085882,Random
REAX,The Real Brokerage Inc.,2.85,-0.1,-3.39,297902,244490,518130000,2024-02-01T06:18:12.085882,Random
QD,Qudian Inc.,2.06,-0.01,-0.48,650350,733288,463292000,2024-02-01T06:18:12.085882,Random
NKTX,"Nkarta, Inc.",9.04,-0.19,-2.06,1007000,2049000,443614000,2024-02-01T06:18:12.085882,Random
PANL,"Pangaea Logistics Solutions, Ltd.",9.32,-0.2,-2.1,334383,299845,433069000,2024-02-01T06:18:12.085882,Random
TALK,"Talkspace, Inc.",2.41,0.01,0.42,582521,1029000,402699000,2024-02-01T06:18:12.085882,Random
CATX,"Perspective Therapeutics, Inc.",0.8099,0.059,7.86,6104000,1215000,400572000,2024-02-01T06:18:12.085882,Random
BNNLF,Bannerman Energy Ltd,2.33,-0.05,-2.1,229681,56390,365854000,2024-02-01T06:18:12.085882,Random
DAKT,"Daktronics, Inc.",7.58,-0.24,-3.07,472815,653623,350046000,2024-02-01T06:18:12.085882,Random
JFIN,Jiayin Group Inc.,5.47,0.02,0.37,44309,62668,293657000,2024-02-01T06:18:12.085882,Random
ADTH,"AdTheorent Holding Company, Inc.",2.72,-0.12,-4.23,170891,194110,240018000,2024-02-01T06:18:12.085882,Random
BTBT,"Bit Digital, Inc.",2.64,-0.18,-6.38,8742000,8141000,239601000,2024-02-01T06:18:12.085882,Random
ORN,"Orion Group Holdings, Inc.",5.66,-0.24,-4.07,36363,107450,183900000,2024-02-01T06:18:12.085882,Random
IMRX,Immuneering Corporation,5.87,-0.79,-11.86,29504,66868,171810000,2024-02-01T06:18:12.085882,Random
MAMA,"Mama's Creations, Inc.",4.31,0.01,0.23,192921,384593,161403000,2024-02-01T06:18:12.085882,Random
ESOA,Energy Services of America Corporation,7.61,-0.37,-4.64,130245,116896,126381000,2024-02-01T06:18:12.085882,Random
VRSSF,VERSES AI Inc.,1.4,0.0,0.0,233365,287773,131158000,2024-02-01T06:18:12.085882,Random
TZOO,Travelzoo,8.47,-0.26,-2.98,48714,135675,118341000,2024-02-01T06:18:12.085882,Random
ULBI,Ultralife Corporation,7.07,-0.27,-3.68,22944,60300,115525000,2024-02-01T06:18:12.085882,Random
MPU,Mega Matrix Corp.,3.16,-0.14,-4.24,340976,426016,113250000,2024-02-01T06:18:12.085882,Random
DMAC,DiaMedica Therapeutics Inc.,2.82,0.04,1.44,42392,50016,107029000,2024-02-01T06:18:12.085882,Random
IZM,ICZOOM Group Inc.,7.96,-0.03,-0.38,545636,345515,82547000,2024-02-01T06:18:12.085882,Random
CRDL,Cardiol Therapeutics Inc.,1.22,-0.17,-12.23,321995,149736,79439000,2024-02-01T06:18:12.085882,Random
OSSIF,OneSoft Solutions Inc.,0.61,0.0014,0.23,39472,47003,74439000,2024-02-01T06:18:12.085882,Random
DTSRF,Ether Capital Corporation,2.21,-0.11,-4.74,29292,10740,77000000,2024-02-01T06:18:12.085882,Random
WSTRF,Western Uranium & Vanadium Corp.,1.56,0.03,1.96,59715,79307,69072000,2024-02-01T06:18:12.085882,Random
PPSI,"Pioneer Power Solutions, Inc.",5.0,-0.05,-0.99,26742,76230,49650000,2024-02-01T06:18:12.085882,Random
AATC,Autoscope Technologies Corporation,9.12,-0.03,-0.33,50011,15995,49597000,2024-02-01T06:18:12.085882,Random
BTTC,Bitech Technologies Corporation,0.088,-0.0104,-10.61,20625,99758,41972000,2024-02-01T06:18:12.085882,Random
GKPRF,Gatekeeper Systems Inc.,0.4324,-0.0079,-1.79,40800,27255,40494000,2024-02-01T06:18:12.085882,Random
OPXS,"Optex Systems Holdings, Inc",5.45,-0.06,-1.09,9095,32223,37189000,2024-02-01T06:18:12.085882,Random
DTST,Data Storage Corporation,3.67,0.1,2.8,53961,36136,25175000,2024-02-01T06:18:12.085882,Random
SRCGF,Spruce Ridge Resources Ltd.,0.068,0.0,0.0,50000,22883,14294000,2024-02-01T06:18:12.085882,Random
VPRB,"VPR Brands, LP",0.1588,-0.0011,-0.69,83601,33003,14102000,2024-02-01T06:18:12.085882,Random
BLFR,BlueFire Equipment Corporation,0.4,0.0002,0.05,17693,91063,13579000,2024-02-01T06:18:12.085882,Random
SLGD,Scott's Liquid Gold-Inc.,0.9,0.0,0.0,21468,37535,11706000,2024-02-01T06:18:12.085882,Random
RGLG,"UHF Logistics Group, Inc.",0.19,-0.005,-2.56,10000,38225,11175000,2024-02-01T06:18:12.085882,Random
CANOF,California Nanotechnologies Corp.,0.2481,-0.0085,-3.32,25500,12882,10761000,2024-02-01T06:18:12.085882,Random
JADA,Jade Art Group Inc.,0.0128,-0.0065,-33.69,15000,28275,1027000,2024-02-01T06:18:12.085882,Random
UGP,Ultrapar Participações S.A.,6.2,-0.09,-1.43,1676000,1387000,6755000000,2024-02-29T06:17:59.739375,Random
MAKSY,Marks and Spencer Group plc,6.07,-0.04,-0.65,9886,28905,6002000000,2024-02-29T06:17:59.739375,Random
AUR,"Aurora Innovation, Inc.",2.61,-0.13,-4.74,9636000,6774000,4007000000,2024-02-29T06:17:59.739375,Random
MQ,"Marqeta, Inc.",7.33,0.21,2.95,9707000,4948000,3825000000,2024-02-29T06:17:59.739375,Random
USNZY,Usinas Siderúrgicas de Minas Gerais S.A.,2.17,0.04,1.88,111735,75706,2671000000,2024-02-29T06:17:59.739375,Random
UEC,Uranium Energy Corp.,6.36,-0.3,-4.5,6233000,8817000,2499000000,2024-02-29T06:17:59.739375,Random
OPEN,Opendoor Technologies Inc.,3.03,-0.08,-2.57,16561000,21752000,2059000000,2024-02-29T06:17:59.739375,Random
ATHOF,Athabasca Oil Corporation,3.54,0.04,1.14,91137,256661,2039000000,2024-02-29T06:17:59.739375,Random
HOEGF,Höegh Autoliners ASA,9.82,0.11,1.13,15203,18058,1873000000,2024-02-29T06:17:59.739375,Random
YLLXF,Yellow Cake plc,8.5,0.22,2.63,14165,19721,1843000000,2024-02-29T06:17:59.739375,Random
VTEX,VTEX,8.41,0.68,8.8,1562000,334386,1580000000,2024-02-29T06:17:59.739375,Random
AWEVF,Alphawave IP Group plc,2.19,-0.06,-2.67,98975,15661,1567000000,2024-02-29T06:17:59.739375,Random
AVPT,"AvePoint, Inc.",7.91,-0.08,-1.0,401838,790023,1453000000,2024-02-29T06:17:59.739375,Random
AUTL,Autolus Therapeutics plc,5.93,-0.21,-3.42,1074000,1645000,1378000000,2024-02-29T06:17:59.739375,Random
ADMA,"ADMA Biologics, Inc.",5.38,-0.14,-2.54,3140000,2193000,1216000000,2024-02-29T06:17:59.739375,Random
MDXG,"MiMedx Group, Inc.",8.2,-0.2,-2.38,779308,669476,1200000000,2024-02-29T06:17:59.739375,Random
BITF,Bitfarms Ltd.,3.16,-0.38,-10.73,56415000,32125000,1021000000,2024-02-29T06:17:59.739375,Random
ZJYL,Jin Medical International Ltd.,6.02,-0.55,-8.37,199488,1345000,942413000,2024-02-29T06:17:59.739375,Random
CIFR,Cipher Mining Inc.,3.27,-0.18,-5.22,13087000,9736000,840580000,2024-02-29T06:17:59.739375,Random
DYLLF,Deep Yellow Limited,0.8414,0.0017,0.21,192984,231715,660503000,2024-02-29T06:17:59.739375,Random
IREN,Iris Energy Limited,6.05,-0.72,-10.64,16281000,7495000,629400000,2024-02-29T06:17:59.739375,Random
SNWGF,Snowline Gold Corp.,3.91,-0.13,-3.22,58295,68233,572166000,2024-02-29T06:17:59.739375,Random
QD,Qudian Inc.,2.39,-0.01,-0.42,734093,958028,537509000,2024-02-29T06:17:59.739375,Random
REAX,The Real Brokerage Inc.,2.93,-0.02,-0.68,94491,316520,532674000,2024-02-29T06:17:59.739375,Random
CURV,Torrid Holdings Inc.,4.86,-0.1,-2.02,150510,193436,505941000,2024-02-29T06:17:59.739375,Random
TALK,"Talkspace, Inc.",2.88,0.0,0.0,859796,1040000,481234000,2024-02-29T06:17:59.739375,Random
YRD,Yiren Digital Ltd.,5.09,-0.17,-3.23,50240,144063,451040000,2024-02-29T06:17:59.739375,Random
CATX,"Perspective Therapeutics, Inc.",0.9,0.0,0.0,1504000,1880000,445135000,2024-02-29T06:17:59.739375,Random
DRSHF,DroneShield Limited,0.6377,0.1277,25.04,150412,23465,404848000,2024-02-29T06:17:59.739375,Random
ACIU,AC Immune SA,3.91,0.12,3.17,159003,151283,386313000,2024-02-29T06:17:59.739375,Random
HIVE,HIVE Digital Technologies Ltd.,4.0,-0.33,-7.62,7767000,4233000,370175000,2024-02-29T06:17:59.739375,Random
BNNLF,Bannerman Energy Ltd,2.0625,0.025,1.23,42178,67110,317031000,2024-02-29T06:17:59.739375,Random
BTBT,"Bit Digital, Inc.",2.79,-0.31,-10.0,16294000,9650000,298257000,2024-02-29T06:17:59.739375,Random
JFIN,Jiayin Group Inc.,5.47,-0.08,-1.44,45228,64695,293657000,2024-02-29T06:17:59.739375,Random
MG,"Mistras Group, Inc.",8.7,-0.03,-0.34,35974,77613,266199000,2024-02-29T06:17:59.739375,Random
ADTH,"AdTheorent Holding Company, Inc.",3.0,-0.01,-0.33,295739,223540,264726000,2024-02-29T06:17:59.739375,Random
ORN,"Orion Group Holdings, Inc.",6.92,0.12,1.76,272620,105428,224838000,2024-02-29T06:17:59.739375,Random
GAU,Galiano Gold Inc.,0.94,0.021,2.29,246914,441255,212748000,2024-02-29T06:17:59.739375,Random
XBIT,XBiotech Inc.,6.34,-0.05,-0.78,37801,34396,192971000,2024-02-29T06:17:59.739375,Random
MAMA,"Mama's Creations, Inc.",4.91,-0.01,-0.2,135944,400066,183872000,2024-02-29T06:17:59.739375,Random
ALGEF,Alligator Energy Limited,0.042,0.0,0.0,30000,85397,162217000,2024-02-29T06:17:59.739375,Random
KRKNF,Kraken Robotics Inc.,0.7214,0.0214,3.06,66275,108408,149230000,2024-02-29T06:17:59.739375,Random
ULBI,Ultralife Corporation,9.05,-0.2,-2.16,30104,57426,147878000,2024-02-29T06:17:59.739375,Random
FNGR,"FingerMotion, Inc.",2.66,-0.14,-5.0,186508,368406,139771000,2024-02-29T06:17:59.739375,Random
ESOA,Energy Services of America Corporation,7.74,-0.58,-6.97,103366,156063,128568000,2024-02-29T06:17:59.739375,Random
CPHRF,Cipher Pharmaceuticals Inc.,5.31,-0.31,-5.57,11316,12366,127783000,2024-02-29T06:17:59.739375,Random
TZOO,Travelzoo,8.92,-0.68,-7.08,169029,103161,124628000,2024-02-29T06:17:59.739375,Random
SURG,"SurgePays, Inc.",7.3,-0.67,-8.41,797820,628745,123826000,2024-02-29T06:17:59.739375,Random
CRDL,Cardiol Therapeutics Inc.,1.85,0.13,7.56,418062,296093,120461000,2024-02-29T06:17:59.739375,Random
BMR,Beamr Imaging Ltd.,7.82,-0.7,-8.22,1240000,4779000,117502000,2024-02-29T06:17:59.739375,Random
DMAC,DiaMedica Therapeutics Inc.,3.03,0.06,2.02,67295,43005,115000000,2024-02-29T06:17:59.739375,Random
OGNRF,Orogen Royalties Inc.,0.5929,0.0144,2.5,30844,77725,114669000,2024-02-29T06:17:59.739375,Random
EULIF,European Lithium Limited,0.0789,0.0,0.0,15700,56916,110006000,2024-02-29T06:17:59.739375,Random
VTSI,"VirTra, Inc.",9.55,-0.14,-1.44,103675,185815,105954000,2024-02-29T06:17:59.739375,Random
MPU,Mega Matrix Corp.,2.94,-0.02,-0.68,220351,558545,105365000,2024-02-29T06:17:59.739375,Random
IXHL,Incannex Healthcare Inc.,6.27,2.05,48.58,14148000,100970,99506000,2024-02-29T06:17:59.739375,Random
DTSRF,Ether Capital Corporation,2.8,-0.11,-3.78,149994,15440,97587000,2024-02-29T06:17:59.739375,Random
GSIT,"GSI Technology, Inc.",3.62,0.2,5.85,938489,323388,91568000,2024-02-29T06:17:59.739375,Random
FEBO,Fenbo Holdings Limited,8.32,0.08,0.97,24448,82908,91520000,2024-02-29T06:17:59.739375,Random
LFVN,LifeVantage Corporation,7.01,0.14,2.04,35598,35835,90208000,2024-02-29T06:17:59.739375,Random
IZM,ICZOOM Group Inc.,8.1,0.03,0.37,217520,342415,83999000,2024-02-29T06:17:59.739375,Random
OSSIF,OneSoft Solutions Inc.,0.6525,0.0325,5.24,78116,65110,80239000,2024-02-29T06:17:59.739375,Random
DMGGF,DMG Blockchain Solutions Inc.,0.4583,-0.0291,-5.98,601355,436608,78595000,2024-02-29T06:17:59.739375,Random
WSTRF,Western Uranium & Vanadium Corp.,1.37,-0.01,-0.72,42052,87668,73123000,2024-02-29T06:17:59.739375,Random
IVFH,"Innovative Food Holdings, Inc.",1.04,0.04,4.0,162158,70688,50938000,2024-02-29T06:17:59.739375,Random
PPSI,"Pioneer Power Solutions, Inc.",4.85,-0.08,-1.62,28157,76935,48161000,2024-02-29T06:17:59.739375,Random
OPXS,"Optex Systems Holdings, Inc",6.5,0.21,3.34,11821,36726,44354000,2024-02-29T06:17:59.739375,Random
GTEC,Greenland Technologies Holding Corporation,3.23,-0.15,-4.44,19407,44268,43910000,2024-02-29T06:17:59.739375,Random
PALT,"Paltalk, Inc.",4.69,-0.1357,-2.81,101541,107298,43252000,2024-02-29T06:17:59.739375,Random
WETH,Wetouch Technology Inc.,3.56,-1.13,-24.09,505107,444880,42339000,2024-02-29T06:17:59.739375,Random
BTTC,Bitech Technologies Corporation,0.0835,-0.0051,-5.78,43000,114503,39834000,2024-02-29T06:17:59.739375,Random
NPPTF,Neptune Digital Assets Corp.,0.2684,-0.0116,-4.14,72975,59745,34110000,2024-02-29T06:17:59.739375,Random
BFRG,"Bullfrog AI Holdings, Inc.",4.645,-0.495,-9.63,800805,2665000,33088000,2024-02-29T06:17:59.739375,Random
DTST,Data Storage Corporation,4.34,0.14,3.33,129115,47355,29771000,2024-02-29T06:17:59.739375,Random
CYFRF,Cypherpunk Holdings Inc.,0.1,0.007,7.53,168662,49590,15207000,2024-02-29T06:17:59.739375,Random
QGSI,QuantGate Systems Inc.,0.0549,0.0052,10.36,33600,26837,15590000,2024-02-29T06:17:59.739375,Random
SRCGF,Spruce Ridge Resources Ltd.,0.0577,-0.0014,-2.37,23930,28016,13201000,2024-02-29T06:17:59.739375,Random
BLFR,BlueFire Equipment Corporation,0.3199,-0.0299,-8.55,156914,50769,10860000,2024-02-29T06:17:59.739375,Random
SLGD,Scott's Liquid Gold-Inc.,0.81,0.01,1.25,13860,58988,10535000,2024-02-29T06:17:59.739375,Random
WETG,"WeTrade Group, Inc.",3.61,0.17,4.94,115791,100718,9477000,2024-02-29T06:17:59.739375,Random
PGOL,Patriot Gold Corp.,0.09,-0.01,-10.0,23193,25212,6430000,2024-02-29T06:17:59.739375,Random
CINGF,Coinsilium Group Limited,0.035,0.0,0.0,10000,53970,6116000,2024-02-29T06:17:59.739375,Random
LBRG,"Ladybug Resource Group, Inc.",0.02,0.0004,2.04,50400,209350,4555000,2024-02-29T06:17:59.739375,Random
GLUC,"Glucose Health, Inc.",0.77,0.0,0.0,41525,28916,3500000,2024-02-29T06:17:59.739375,Random
RNECY,Renesas Electronics Corporation,9.08,0.55,6.39,114449,165962,32448000000,2024-02-10T06:16:38.919608,Random
MZDAY,Mazda Motor Corporation,6.22,-0.29,-4.45,244435,131791,7933000000,2024-02-10T06:16:38.919608,Random
UGP,Ultrapar Participações S.A.,5.96,0.17,2.94,1333000,1325000,6566000000,2024-02-10T06:16:38.919608,Random
MAKSY,Marks and Spencer Group plc,5.95,0.07,1.17,12992,37572,5974000000,2024-02-10T06:16:38.919608,Random
AUR,"Aurora Innovation, Inc.",3.32,0.08,2.47,4009000,6548000,5046000000,2024-02-10T06:16:38.919608,Random
HMY,Harmony Gold Mining Company Limited,5.86,-0.08,-1.35,2973000,4844000,3723000000,2024-02-10T06:16:38.919608,Random
UEC,Uranium Energy Corp.,7.71,0.11,1.45,8772000,8411000,3030000000,2024-02-10T06:16:38.919608,Random
OPEN,Opendoor Technologies Inc.,3.51,0.18,5.41,16166000,20826000,2352000000,2024-02-10T06:16:38.919608,Random
CLBT,Cellebrite DI Ltd.,9.43,0.01,0.11,366691,923196,1861000000,2024-02-10T06:16:38.919608,Random
DNN,Denison Mines Corp.,2.01,0.01,0.5,12854000,12573000,1754000000,2024-02-10T06:16:38.919608,Random
AVPT,"AvePoint, Inc.",8.17,0.2,2.51,3382000,738823,1501000000,2024-02-10T06:16:38.919608,Random
VTEX,VTEX,7.65,-0.1,-1.29,136037,358688,1437000000,2024-02-10T06:16:38.919608,Random
BQSSF,Boss Energy Limited,3.49,-0.29,-7.67,45922,49696,1474000000,2024-02-10T06:16:38.919608,Random
RSI,"Rush Street Interactive, Inc.",5.92,0.02,0.34,571794,792306,1316000000,2024-02-10T06:16:38.919608,Random
MDXG,"MiMedx Group, Inc.",7.96,0.18,2.31,571388,655365,1165000000,2024-02-10T06:16:38.919608,Random
AUTL,Autolus Therapeutics plc,6.38,0.38,6.33,6044000,1452000,1110000000,2024-02-10T06:16:38.919608,Random
BITF,Bitfarms Ltd.,2.72,0.2,7.94,40425000,29044000,876188000,2024-02-10T06:16:38.919608,Random
CIFR,Cipher Mining Inc.,3.35,0.45,15.52,12081000,8304000,861144000,2024-02-10T06:16:38.919608,Random
DYLLF,Deep Yellow Limited,1.0,-0.04,-3.85,214835,220268,803070000,2024-02-10T06:16:38.919608,Random
TK,Teekay Corporation,8.05,-0.07,-0.86,402370,627065,732142000,2024-02-10T06:16:38.919608,Random
SNWGF,Snowline Gold Corp.,4.01,0.06,1.52,80228,66464,580480000,2024-02-10T06:16:38.919608,Random
REAX,The Real Brokerage Inc.,2.97,-0.01,-0.34,327260,266885,539946000,2024-02-10T06:16:38.919608,Random
QD,Qudian Inc.,2.31,0.11,5.0,929230,845300,519517000,2024-02-10T06:16:38.919608,Random
CURV,Torrid Holdings Inc.,4.97,-0.1,-1.97,59690,200801,517392000,2024-02-10T06:16:38.919608,Random
CATX,"Perspective Therapeutics, Inc.",0.9001,0.0476,5.58,2341000,1669000,445185000,2024-02-10T06:16:38.919608,Random
TALK,"Talkspace, Inc.",2.45,0.0,0.0,502846,884453,409383000,2024-02-10T06:16:38.919608,Random
BNNLF,Bannerman Energy Ltd,2.32,-0.17,-6.83,74414,63495,366773000,2024-02-10T06:16:38.919608,Random
DAKT,"Daktronics, Inc.",7.6,0.08,1.06,408042,656668,350970000,2024-02-10T06:16:38.919608,Random
DRSHF,DroneShield Limited,0.46,0.04,9.52,40283,17941,281591000,2024-02-10T06:16:38.919608,Random
JFIN,Jiayin Group Inc.,5.17,0.06,1.17,73094,67995,277552000,2024-02-10T06:16:38.919608,Random
BTBT,"Bit Digital, Inc.",3.04,0.3,10.95,12864000,8352000,275904000,2024-02-10T06:16:38.919608,Random
GNLX,Genelux Corporation,8.94,-0.43,-4.59,153327,121876,238856000,2024-02-10T06:16:38.919608,Random
ADTH,"AdTheorent Holding Company, Inc.",2.69,0.03,1.13,132446,200098,237371000,2024-02-10T06:16:38.919608,Random
GAU,Galiano Gold Inc.,0.946,0.0511,5.71,163883,401734,212808000,2024-02-10T06:16:38.919608,Random
ORN,"Orion Group Holdings, Inc.",6.09,0.23,3.92,113353,100429,197871000,2024-02-10T06:16:38.919608,Random
IMRX,Immuneering Corporation,6.61,0.52,8.54,36486,63320,193469000,2024-02-10T06:16:38.919608,Random
ALGEF,Alligator Energy Limited,0.043,-0.01,-18.87,172500,90613,166079000,2024-02-10T06:16:38.919608,Random
MAMA,"Mama's Creations, Inc.",4.4,-0.01,-0.23,311830,384865,164773000,2024-02-10T06:16:38.919608,Random
VIRC,Virco Mfg. Corporation,9.47,-2.17,-18.64,984211,248932,154809000,2024-02-10T06:16:38.919608,Random
LOOP,"Loop Industries, Inc.",3.13,-0.13,-3.99,18703,27373,148765000,2024-02-10T06:16:38.919608,Random
ESOA,Energy Services of America Corporation,8.12,0.3,3.84,127341,122255,134850000,2024-02-10T06:16:38.919608,Random
ULBI,Ultralife Corporation,7.87,0.68,9.46,85702,55275,128597000,2024-02-10T06:16:38.919608,Random
DMAC,DiaMedica Therapeutics Inc.,3.23,0.05,1.57,28888,47795,122590000,2024-02-10T06:16:38.919608,Random
VRSSF,VERSES AI Inc.,1.27,0.02,1.6,169415,280433,117210000,2024-02-10T06:16:38.919608,Random
TZOO,Travelzoo,8.06,-0.58,-6.71,132981,123021,112613000,2024-02-10T06:16:38.919608,Random
IZM,ICZOOM Group Inc.,9.43,0.24,2.61,186823,352173,97791000,2024-02-10T06:16:38.919608,Random
MPU,Mega Matrix Corp.,2.58,0.11,4.45,164165,475427,92464000,2024-02-10T06:16:38.919608,Random
LFVN,LifeVantage Corporation,6.61,0.41,6.61,68692,44162,85061000,2024-02-10T06:16:38.919608,Random
DMGGF,DMG Blockchain Solutions Inc.,0.462,0.0398,9.43,408600,366766,77705000,2024-02-10T06:16:38.919608,Random
OSSIF,OneSoft Solutions Inc.,0.6279,0.0019,0.31,77907,46450,77271000,2024-02-10T06:16:38.919608,Random
WSTRF,Western Uranium & Vanadium Corp.,1.59,-0.01,-0.62,17928,85139,70582000,2024-02-10T06:16:38.919608,Random
CRDL,Cardiol Therapeutics Inc.,1.06,-0.03,-2.75,261755,168533,69021000,2024-02-10T06:16:38.919608,Random
ZJYL,Jin Medical International Ltd.,7.46,-5.5,-42.44,1935000,1458000,1168000000,2024-02-10T06:16:38.919608,Random
PPSI,"Pioneer Power Solutions, Inc.",5.21,0.17,3.37,36330,76541,51735000,2024-02-10T06:16:38.919608,Random
PALT,"Paltalk, Inc.",4.84,0.56,13.08,80773,96752,44635000,2024-02-10T06:16:38.919608,Random
GKPRF,Gatekeeper Systems Inc.,0.483,-0.0165,-3.3,80802,40458,44430000,2024-02-10T06:16:38.919608,Random
BTTC,Bitech Technologies Corporation,0.09,-0.0079,-8.07,37500,102863,42946000,2024-02-10T06:16:38.919608,Random
OPXS,"Optex Systems Holdings, Inc",5.79,-0.29,-4.77,21891,34081,39509000,2024-02-10T06:16:38.919608,Random
IVFH,"Innovative Food Holdings, Inc.",0.7,0.0,0.0,14356,70858,34285000,2024-02-10T06:16:38.919608,Random
DTST,Data Storage Corporation,3.69,0.16,4.53,21950,40518,25312000,2024-02-10T06:16:38.919608,Random
SYRA,Syra Health Corp.,2.92,-1.93,-39.79,7215000,1647000,16318000,2024-02-10T06:16:38.919608,Random
RGLG,"UHF Logistics Group, Inc.",0.25,0.0,0.0,29600,32238,14704000,2024-02-10T06:16:38.919608,Random
QGSI,QuantGate Systems Inc.,0.0476,-0.0025,-4.9,11000,26867,13515000,2024-02-10T06:16:38.919608,Random
CANOF,California Nanotechnologies Corp.,0.2697,0.0197,7.88,9250,16360,11816000,2024-02-10T06:16:38.919608,Random
SLGD,Scott's Liquid Gold-Inc.,0.895,0.005,0.56,197779,43236,11641000,2024-02-10T06:16:38.919608,Random
BLFR,BlueFire Equipment Corporation,0.3399,-0.0026,-0.74,16367,64845,11539000,2024-02-10T06:16:38.919608,Random
SRCGF,Spruce Ridge Resources Ltd.,0.052,-0.003,-5.45,15000,23060,10931000,2024-02-10T06:16:38.919608,Random
WETG,"WeTrade Group, Inc.",3.36,-0.32,-8.7,457825,75608,8820000,2024-02-10T06:16:38.919608,Random
LBRG,"Ladybug Resource Group, Inc.",0.0175,-0.0015,-7.89,5000,251193,3986000,2024-02-10T06:16:38.919608,Random
JADA,Jade Art Group Inc.,0.0145,-0.0015,-9.38,31452,31169,1160000,2024-02-10T06:16:38.919608,Random
