Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date,Screener
RNECY,Renesas Electronics Corporation,8.27,-0.08,-0.99,35973,162527,29883000000,2024-01-31T19:34:23.256189,Random
UGP,Ultrapar Participações S.A.,5.74,0.11,1.86,1083000,1366000,6302000000,2024-01-31T19:34:23.256189,Random
MAKSY,Marks and Spencer Group plc,6.26,-0.11,-1.73,13948,36203,6285000000,2024-01-31T19:34:23.256189,Random
AUR,"Aurora Innovation, Inc.",3.105,-0.035,-1.11,1699000,6781000,4719000000,2024-01-31T19:34:23.256189,Random
HMY,Harmony Gold Mining Company Limited,6.32,0.21,3.44,5222000,4684000,4059000000,2024-01-31T19:34:23.256189,Random
UEC,Uranium Energy Corp.,7.64,0.02,0.2,5778000,7973000,3000000000,2024-01-31T19:34:23.256189,Random
YLLXF,Yellow Cake plc,9.3,0.4,4.49,9080,21392,2017000000,2024-01-31T19:34:23.256189,Random
ATHOF,Athabasca Oil Corporation,3.25,-0.053,-1.6,108070,277473,1861000000,2024-01-31T19:34:23.256189,Random
CLBT,Cellebrite DI Ltd.,9.11,-0.25,-2.67,246145,902859,1798000000,2024-01-31T19:34:23.256189,Random
VTEX,VTEX,8.29,0.07,0.85,170911,424167,1557000000,2024-01-31T19:34:23.256189,Random
GRND,Grindr Inc.,8.8,-0.03,-0.34,135267,540668,1540000000,2024-01-31T19:34:23.256189,Random
BQSSF,Boss Energy Limited,3.7125,0.0225,0.61,25088,45419,1517000000,2024-01-31T19:34:23.256189,Random
AVPT,"AvePoint, Inc.",7.82,0.05,0.71,349630,773096,1437000000,2024-01-31T19:34:23.256189,Random
MDXG,"MiMedx Group, Inc.",7.87,-0.06,-0.76,256601,673073,1152000000,2024-01-31T19:34:23.256189,Random
AUTL,Autolus Therapeutics plc,6.08,0.22,3.75,234015,1262000,1058000000,2024-01-31T19:34:23.256189,Random
TK,Teekay Corporation,9.06,0.07,0.78,377499,634100,824001000,2024-01-31T19:34:23.256189,Random
CIFR,Cipher Mining Inc.,3.045,-0.035,-1.14,5357000,7812000,782742000,2024-01-31T19:34:23.256189,Random
BITF,Bitfarms Ltd.,2.315,0.005,0.22,18198000,27340000,746083000,2024-01-31T19:34:23.256189,Random
DYLLF,Deep Yellow Limited,0.961,0.0045,0.47,53805,211583,734828000,2024-01-31T19:34:23.256189,Random
HCHDF,Hochschild Mining plc,1.39,0.0,0.0,21453,20942,715097000,2024-01-31T19:34:23.256189,Random
SNWGF,Snowline Gold Corp.,4.3,0.12,2.87,38293,63967,622459000,2024-01-31T19:34:23.256189,Random
REAX,The Real Brokerage Inc.,2.9,-0.05,-1.69,215956,241411,527220000,2024-01-31T19:34:23.256189,Random
QD,Qudian Inc.,2.08,0.01,0.48,341093,730365,467790000,2024-01-31T19:34:23.256189,Random
NKTX,"Nkarta, Inc.",9.22,-0.01,-0.11,558268,2027000,452447000,2024-01-31T19:34:23.256189,Random
PANL,"Pangaea Logistics Solutions, Ltd.",9.43,-0.09,-0.97,221054,296193,438082000,2024-01-31T19:34:23.256189,Random
CATX,"Perspective Therapeutics, Inc.",0.8267,0.0758,10.09,5056000,1197000,408882000,2024-01-31T19:34:23.256189,Random
TALK,"Talkspace, Inc.",2.395,-0.005,-0.21,263059,1026000,400193000,2024-01-31T19:34:23.256189,Random
BNNLF,Bannerman Energy Ltd,2.44,0.06,2.52,215159,56029,373066000,2024-01-31T19:34:23.256189,Random
DAKT,"Daktronics, Inc.",7.7,-0.12,-1.6,200409,648380,355357000,2024-01-31T19:34:23.256189,Random
JFIN,Jiayin Group Inc.,5.44,-0.01,-0.18,22330,62037,292047000,2024-01-31T19:34:23.256189,Random
NYXH,Nyxoah S.A.,9.79,1.65,20.27,134141,33031,415042000,2024-01-31T19:34:23.256189,Random
BTBT,"Bit Digital, Inc.",2.78,-0.04,-1.42,3026000,8046000,252307000,2024-01-31T19:34:23.256189,Random
ADTH,"AdTheorent Holding Company, Inc.",2.82,-0.02,-0.7,125542,193377,248842000,2024-01-31T19:34:23.256189,Random
ORN,"Orion Group Holdings, Inc.",5.79,-0.11,-1.86,17889,108534,188123000,2024-01-31T19:34:23.256189,Random
MAMA,"Mama's Creations, Inc.",4.3,0.0,0.0,137139,383072,161029000,2024-01-31T19:34:23.256189,Random
ESOA,Energy Services of America Corporation,7.83,-0.15,-1.88,81784,115947,130034000,2024-01-31T19:34:23.256189,Random
VRSSF,VERSES AI Inc.,1.44,0.04,2.86,101402,289704,137349000,2024-01-31T19:34:23.256189,Random
TZOO,Travelzoo,8.62,-0.11,-1.26,31700,135995,120437000,2024-01-31T19:34:23.256189,Random
MPU,Mega Matrix Corp.,3.18,-0.12,-3.64,308444,419121,113967000,2024-01-31T19:34:23.256189,Random
DMAC,DiaMedica Therapeutics Inc.,2.79,0.01,0.36,35044,49647,105891000,2024-01-31T19:34:23.256189,Random
CRDL,Cardiol Therapeutics Inc.,1.3101,-0.0799,-5.75,161131,148583,85306000,2024-01-31T19:34:23.256189,Random
IZM,ICZOOM Group Inc.,8.2,0.21,2.63,339693,342155,85036000,2024-01-31T19:34:23.256189,Random
DTSRF,Ether Capital Corporation,2.26,-0.06,-2.59,21692,10583,75786000,2024-01-31T19:34:23.256189,Random
OSSIF,OneSoft Solutions Inc.,0.601,-0.0076,-1.25,30492,46321,73669000,2024-01-31T19:34:23.256189,Random
WSTRF,Western Uranium & Vanadium Corp.,1.53,0.0,0.0,55968,78783,67999000,2024-01-31T19:34:23.256189,Random
DMGGF,DMG Blockchain Solutions Inc.,0.382,-0.0177,-4.43,188887,352377,64250000,2024-01-31T19:34:23.256189,Random
PPSI,"Pioneer Power Solutions, Inc.",5.14,0.09,1.78,17473,75124,51039000,2024-01-31T19:34:23.256189,Random
AATC,Autoscope Technologies Corporation,9.16,0.01,0.11,36843,15857,49815000,2024-01-31T19:34:23.256189,Random
BTTC,Bitech Technologies Corporation,0.085,-0.0134,-13.62,11625,98131,40560000,2024-01-31T19:34:23.256189,Random
GKPRF,Gatekeeper Systems Inc.,0.4324,-0.0079,-1.79,40800,26963,39776000,2024-01-31T19:34:23.256189,Random
DTST,Data Storage Corporation,3.62,0.05,1.4,23888,36067,24832000,2024-01-31T19:34:23.256189,Random
SRCGF,Spruce Ridge Resources Ltd.,0.068,0.0,0.0,50000,22672,14294000,2024-01-31T19:34:23.256189,Random
VPRB,"VPR Brands, LP",0.1588,-0.0011,-0.69,83601,32601,14102000,2024-01-31T19:34:23.256189,Random
RGLG,"UHF Logistics Group, Inc.",0.19,-0.005,-2.56,10000,40350,11175000,2024-01-31T19:34:23.256189,Random
CANOF,California Nanotechnologies Corp.,0.2481,-0.0085,-3.32,25500,12832,10943000,2024-01-31T19:34:23.256189,Random
JADA,Jade Art Group Inc.,0.0128,-0.0065,-33.69,15000,28441,1027000,2024-01-31T19:34:23.256189,Random
MZDAY,Mazda Motor Corporation,6.24,0.02,0.32,96147,83709,8080000000,2024-02-13T06:19:10.385909,Random
UGP,Ultrapar Participações S.A.,5.98,0.02,0.34,614619,1319000,6515000000,2024-02-13T06:19:10.385909,Random
AUR,"Aurora Innovation, Inc.",3.34,0.02,0.6,5072000,6488000,5076000000,2024-02-13T06:19:10.385909,Random
HMY,Harmony Gold Mining Company Limited,5.87,0.01,0.17,4841000,4850000,3700000000,2024-02-13T06:19:10.385909,Random
UEC,Uranium Energy Corp.,7.94,0.23,2.98,8886000,8414000,3120000000,2024-02-13T06:19:10.385909,Random
OPEN,Opendoor Technologies Inc.,3.56,0.05,1.42,21969000,20896000,2385000000,2024-02-13T06:19:10.385909,Random
YLLXF,Yellow Cake plc,9.75,0.27,2.79,16522,22081,2114000000,2024-02-13T06:19:10.385909,Random
CLBT,Cellebrite DI Ltd.,9.28,-0.15,-1.59,253888,919410,1832000000,2024-02-13T06:19:10.385909,Random
BQSSF,Boss Energy Limited,3.38,-0.11,-3.15,10861,49186,1397000000,2024-02-13T06:19:10.385909,Random
AVPT,"AvePoint, Inc.",8.0,-0.17,-2.08,992100,782686,1469000000,2024-02-13T06:19:10.385909,Random
VTEX,VTEX,7.58,-0.07,-0.92,170421,356918,1424000000,2024-02-13T06:19:10.385909,Random
ZJYL,Jin Medical International Ltd.,8.31,0.85,11.39,839927,1488000,1301000000,2024-02-13T06:19:10.385909,Random
AUTL,Autolus Therapeutics plc,6.99,0.61,9.56,5051000,1545000,1216000000,2024-02-13T06:19:10.385909,Random
MDXG,"MiMedx Group, Inc.",8.3,0.34,4.27,686004,655860,1215000000,2024-02-13T06:19:10.385909,Random
CIFR,Cipher Mining Inc.,3.9,0.55,16.42,10639000,8464000,1003000000,2024-02-13T06:19:10.385909,Random
BITF,Bitfarms Ltd.,3.07,0.35,12.87,40432000,29543000,990907000,2024-02-13T06:19:10.385909,Random
DYLLF,Deep Yellow Limited,0.974,-0.026,-2.6,77968,219026,744793000,2024-02-13T06:19:10.385909,Random
TK,Teekay Corporation,8.23,0.18,2.24,518687,629385,748513000,2024-02-13T06:19:10.385909,Random
SNWGF,Snowline Gold Corp.,3.8635,-0.1465,-3.65,49963,66777,559273000,2024-02-13T06:19:10.385909,Random
QD,Qudian Inc.,2.33,0.02,0.87,754608,854958,524015000,2024-02-13T06:19:10.385909,Random
REAX,The Real Brokerage Inc.,2.86,-0.11,-3.7,423004,270693,519948000,2024-02-13T06:19:10.385909,Random
CATX,"Perspective Therapeutics, Inc.",0.83,-0.0701,-7.79,1681000,1693000,410514000,2024-02-13T06:19:10.385909,Random
TALK,"Talkspace, Inc.",2.37,-0.08,-3.27,731558,876981,396015000,2024-02-13T06:19:10.385909,Random
BNNLF,Bannerman Energy Ltd,2.285,-0.035,-1.51,58051,62260,349242000,2024-02-13T06:19:10.385909,Random
DAKT,"Daktronics, Inc.",7.81,0.21,2.76,364323,656434,360667000,2024-02-13T06:19:10.385909,Random
BTBT,"Bit Digital, Inc.",3.28,0.24,7.89,13505000,8505000,350212000,2024-02-13T06:19:10.385909,Random
JFIN,Jiayin Group Inc.,5.51,0.33,6.37,46911,69036,295805000,2024-02-13T06:19:10.385909,Random
DRSHF,DroneShield Limited,0.45,-0.01,-2.17,35316,18856,275469000,2024-02-13T06:19:10.385909,Random
ADTH,"AdTheorent Holding Company, Inc.",2.74,0.05,1.86,196583,201521,241783000,2024-02-13T06:19:10.385909,Random
GAU,Galiano Gold Inc.,0.925,-0.021,-2.22,301417,405872,208084000,2024-02-13T06:19:10.385909,Random
ORN,"Orion Group Holdings, Inc.",6.18,0.09,1.48,168270,100862,200795000,2024-02-13T06:19:10.385909,Random
VIRC,Virco Mfg. Corporation,9.83,0.36,3.8,388629,252603,160694000,2024-02-13T06:19:10.385909,Random
IMRX,Immuneering Corporation,6.65,0.04,0.61,68971,62498,194640000,2024-02-13T06:19:10.385909,Random
XBIT,XBiotech Inc.,6.02,0.14,2.38,50442,24761,183231000,2024-02-13T06:19:10.385909,Random
MAMA,"Mama's Creations, Inc.",4.51,0.11,2.5,355342,387101,168893000,2024-02-13T06:19:10.385909,Random
SURG,"SurgePays, Inc.",8.97,0.54,6.41,1139000,507921,152154000,2024-02-13T06:19:10.385909,Random
ESOA,Energy Services of America Corporation,7.74,-0.38,-4.68,191931,123906,128540000,2024-02-13T06:19:10.385909,Random
TZOO,Travelzoo,8.59,0.53,6.58,135973,121277,120018000,2024-02-13T06:19:10.385909,Random
ULBI,Ultralife Corporation,7.72,-0.15,-1.91,52217,55552,126146000,2024-02-13T06:19:10.385909,Random
DMAC,DiaMedica Therapeutics Inc.,3.15,-0.08,-2.48,28010,47835,119554000,2024-02-13T06:19:10.385909,Random
VRSSF,VERSES AI Inc.,1.2,-0.07,-5.51,354660,280811,118872000,2024-02-13T06:19:10.385909,Random
IZM,ICZOOM Group Inc.,9.15,-0.28,-2.97,233817,352013,94887000,2024-02-13T06:19:10.385909,Random
DMGGF,DMG Blockchain Solutions Inc.,0.5197,0.0577,12.48,834998,373365,87407000,2024-02-13T06:19:10.385909,Random
LFVN,LifeVantage Corporation,6.48,-0.13,-1.97,74608,40591,83388000,2024-02-13T06:19:10.385909,Random
OSSIF,OneSoft Solutions Inc.,0.6412,0.0133,2.11,175720,46943,78246000,2024-02-13T06:19:10.385909,Random
WSTRF,Western Uranium & Vanadium Corp.,1.62,0.03,1.89,74848,84715,71728000,2024-02-13T06:19:10.385909,Random
CRDL,Cardiol Therapeutics Inc.,1.03,-0.03,-2.83,313741,171196,67247000,2024-02-13T06:19:10.385909,Random
GSIT,"GSI Technology, Inc.",2.55,0.21,8.97,630853,283691,64502000,2024-02-13T06:19:10.385909,Random
ZDGE,"Zedge, Inc.",4.5,-0.24,-5.06,328027,49106,64596000,2024-02-13T06:19:10.385909,Random
PPSI,"Pioneer Power Solutions, Inc.",4.86,-0.35,-6.72,117915,76818,48260000,2024-02-13T06:19:10.385909,Random
BTTC,Bitech Technologies Corporation,0.092,0.002,2.22,10969,103044,43900000,2024-02-13T06:19:10.385909,Random
GKPRF,Gatekeeper Systems Inc.,0.46,-0.023,-4.76,24282,41805,42375000,2024-02-13T06:19:10.385909,Random
OPXS,"Optex Systems Holdings, Inc",5.78,-0.01,-0.17,15528,34236,39441000,2024-02-13T06:19:10.385909,Random
AATC,Autoscope Technologies Corporation,6.9,-0.03,-0.42,26883,19670,37524000,2024-02-13T06:19:10.385909,Random
NPPTF,Neptune Digital Assets Corp.,0.279,0.0039,1.44,56703,60895,35882000,2024-02-13T06:19:10.385909,Random
IVFH,"Innovative Food Holdings, Inc.",0.71,0.01,1.43,70895,70403,34775000,2024-02-13T06:19:10.385909,Random
DTST,Data Storage Corporation,3.88,0.19,5.15,43111,40381,26615000,2024-02-13T06:19:10.385909,Random
VPRB,"VPR Brands, LP",0.182,0.0034,1.9,125680,44281,16162000,2024-02-13T06:19:10.385909,Random
CANOF,California Nanotechnologies Corp.,0.28,0.0103,3.82,20510,16572,12146000,2024-02-13T06:19:10.385909,Random
SLGD,Scott's Liquid Gold-Inc.,0.9,0.005,0.56,65990,44244,11706000,2024-02-13T06:19:10.385909,Random
WETG,"WeTrade Group, Inc.",4.35,0.99,29.46,217389,82521,11419000,2024-02-13T06:19:10.385909,Random
SRCGF,Spruce Ridge Resources Ltd.,0.052,0.0,0.0,15000,23310,10933000,2024-02-13T06:19:10.385909,Random
BLFR,BlueFire Equipment Corporation,0.3205,-0.0194,-5.71,218417,64671,10880000,2024-02-13T06:19:10.385909,Random
CINGF,Coinsilium Group Limited,0.0313,0.0162,107.28,117417,58373,5470000,2024-02-13T06:19:10.385909,Random
GLUC,"Glucose Health, Inc.",0.81,-0.0275,-3.28,21440,29538,3682000,2024-02-13T06:19:10.385909,Random
CRVH,"Chilco River Holdings, Inc.",0.014,0.0,0.0,56890,20223,1994000,2024-02-13T06:19:10.385909,Random
JADA,Jade Art Group Inc.,0.016,0.0015,10.34,22276,31031,1280000,2024-02-13T06:19:10.385909,Random
MZDAY,Mazda Motor Corporation,6.45,0.18,2.96,126965,128206,8120000000,2024-02-08T06:18:05.620357,Random
UGP,Ultrapar Participações S.A.,5.83,0.12,2.1,994721,1355000,6352000000,2024-02-08T06:18:05.620357,Random
MAKSY,Marks and Spencer Group plc,6.0,-0.05,-0.83,27182,37054,6059000000,2024-02-08T06:18:05.620357,Random
AUR,"Aurora Innovation, Inc.",3.08,-0.08,-2.53,3213000,6551000,4681000000,2024-02-08T06:18:05.620357,Random
HMY,Harmony Gold Mining Company Limited,6.05,-0.08,-1.31,2810000,4906000,3791000000,2024-02-08T06:18:05.620357,Random
UEC,Uranium Energy Corp.,7.88,0.18,2.34,6166000,8253000,3097000000,2024-02-08T06:18:05.620357,Random
OPEN,Opendoor Technologies Inc.,3.215,-0.065,-1.98,12773000,20888000,2154000000,2024-02-08T06:18:05.620357,Random
CLBT,Cellebrite DI Ltd.,9.35,0.08,0.86,464837,918686,1845000000,2024-02-08T06:18:05.620357,Random
DNN,Denison Mines Corp.,2.09,0.05,2.45,12521000,12374000,1831000000,2024-02-08T06:18:05.620357,Random
BQSSF,Boss Energy Limited,3.85,-0.05,-1.28,30080,50431,1579000000,2024-02-08T06:18:05.620357,Random
VTEX,VTEX,7.73,-0.04,-0.51,136462,379276,1452000000,2024-02-08T06:18:05.620357,Random
AVPT,"AvePoint, Inc.",7.84,-0.07,-0.88,496453,776626,1440000000,2024-02-08T06:18:05.620357,Random
MDXG,"MiMedx Group, Inc.",7.75,-0.03,-0.39,541444,662762,1134000000,2024-02-08T06:18:05.620357,Random
AUTL,Autolus Therapeutics plc,6.32,-0.09,-1.4,365450,1257000,1100000000,2024-02-08T06:18:05.620357,Random
DYLLF,Deep Yellow Limited,1.0435,-0.0165,-1.56,129278,219470,808720000,2024-02-08T06:18:05.620357,Random
TK,Teekay Corporation,8.25,0.03,0.36,562720,622993,750332000,2024-02-08T06:18:05.620357,Random
BITF,Bitfarms Ltd.,2.28,0.05,2.24,18689000,28675000,735284000,2024-02-08T06:18:05.620357,Random
CIFR,Cipher Mining Inc.,2.51,-0.08,-3.09,4323000,8353000,645216000,2024-02-08T06:18:05.620357,Random
HCHDF,Hochschild Mining plc,1.15,-0.09,-7.26,47300,17918,632161000,2024-02-08T06:18:05.620357,Random
SNWGF,Snowline Gold Corp.,3.9858,-0.0342,-0.85,27443,66666,576976000,2024-02-08T06:18:05.620357,Random
REAX,The Real Brokerage Inc.,3.03,0.14,4.84,881259,250926,550854000,2024-02-08T06:18:05.620357,Random
QD,Qudian Inc.,2.16,-0.03,-1.37,1105000,828016,485782000,2024-02-08T06:18:05.620357,Random
CATX,"Perspective Therapeutics, Inc.",0.9042,0.0353,4.06,11821000,1614000,447213000,2024-02-08T06:18:05.620357,Random
TALK,"Talkspace, Inc.",2.4,0.0,0.0,725799,914626,401028000,2024-02-08T06:18:05.620357,Random
BNNLF,Bannerman Energy Ltd,2.42,0.03,1.26,51524,59937,369875000,2024-02-08T06:18:05.620357,Random
DAKT,"Daktronics, Inc.",7.35,0.08,1.1,458705,659093,339424000,2024-02-08T06:18:05.620357,Random
JFIN,Jiayin Group Inc.,5.05,-0.1,-1.94,67380,66776,271110000,2024-02-08T06:18:05.620357,Random
DRSHF,DroneShield Limited,0.43,0.04,10.26,88510,16530,263226000,2024-02-08T06:18:05.620357,Random
ADTH,"AdTheorent Holding Company, Inc.",2.67,-0.06,-2.2,128042,197486,235606000,2024-02-08T06:18:05.620357,Random
BTBT,"Bit Digital, Inc.",2.43,-0.03,-1.22,5626000,8292000,220542000,2024-02-08T06:18:05.620357,Random
GAU,Galiano Gold Inc.,0.8901,-0.0001,-0.01,85809,396737,200233000,2024-02-08T06:18:05.620357,Random
ORN,"Orion Group Holdings, Inc.",5.63,-0.02,-0.35,57517,102714,182925000,2024-02-08T06:18:05.620357,Random
MAMA,"Mama's Creations, Inc.",4.44,-0.04,-0.89,155887,386005,166271000,2024-02-08T06:18:05.620357,Random
ELVUF,Elevate Uranium Ltd,0.459,0.0215,4.91,61617,47715,141577000,2024-02-08T06:18:05.620357,Random
ESOA,Energy Services of America Corporation,7.94,-0.05,-0.63,84479,120267,131861000,2024-02-08T06:18:05.620357,Random
VRSSF,VERSES AI Inc.,1.34,-0.02,-1.47,161781,275616,125743000,2024-02-08T06:18:05.620357,Random
TZOO,Travelzoo,8.45,0.06,0.72,69677,126324,118062000,2024-02-08T06:18:05.620357,Random
DMAC,DiaMedica Therapeutics Inc.,3.1,-0.11,-3.43,32797,50178,117656000,2024-02-08T06:18:05.620357,Random
CPHRF,Cipher Pharmaceuticals Inc.,4.86,-0.1,-2.02,29882,11077,116748000,2024-02-08T06:18:05.620357,Random
ULBI,Ultralife Corporation,6.85,-0.08,-1.15,42511,55767,111930000,2024-02-08T06:18:05.620357,Random
MPU,Mega Matrix Corp.,2.88,-0.32,-10.0,361435,461378,103215000,2024-02-08T06:18:05.620357,Random
IZM,ICZOOM Group Inc.,9.03,0.47,5.49,278773,356628,93643000,2024-02-08T06:18:05.620357,Random
CRDL,Cardiol Therapeutics Inc.,1.21,0.02,1.68,233920,166541,78788000,2024-02-08T06:18:05.620357,Random
LFVN,LifeVantage Corporation,6.1,0.05,0.83,24333,45319,78498000,2024-02-08T06:18:05.620357,Random
WSTRF,Western Uranium & Vanadium Corp.,1.7,0.04,2.41,75276,83709,75471000,2024-02-08T06:18:05.620357,Random
OSSIF,OneSoft Solutions Inc.,0.6102,0.0091,1.51,41900,46210,74463000,2024-02-08T06:18:05.620357,Random
DMGGF,DMG Blockchain Solutions Inc.,0.3817,0.0117,3.16,81800,366515,64816000,2024-02-08T06:18:05.620357,Random
PPSI,"Pioneer Power Solutions, Inc.",5.0,-0.12,-2.34,45101,75593,49650000,2024-02-08T06:18:05.620357,Random
GKPRF,Gatekeeper Systems Inc.,0.5275,-0.0035,-0.66,122779,39946,48524000,2024-02-08T06:18:05.620357,Random
OPXS,"Optex Systems Holdings, Inc",6.15,0.29,4.95,32661,33744,41966000,2024-02-08T06:18:05.620357,Random
BTTC,Bitech Technologies Corporation,0.0849,0.0164,23.85,21306,102216,40512000,2024-02-08T06:18:05.620357,Random
AATC,Autoscope Technologies Corporation,6.98,0.03,0.43,21829,19955,37959000,2024-02-08T06:18:05.620357,Random
IVFH,"Innovative Food Holdings, Inc.",0.7012,-0.0523,-6.94,53633,73936,34344000,2024-02-08T06:18:05.620357,Random
DTST,Data Storage Corporation,3.44,-0.29,-7.77,78003,38731,23597000,2024-02-08T06:18:05.620357,Random
VPRB,"VPR Brands, LP",0.1722,-0.0017,-0.95,20165,43835,15288000,2024-02-08T06:18:05.620357,Random
RGLG,"UHF Logistics Group, Inc.",0.25,-0.0024,-0.96,29600,32176,14704000,2024-02-08T06:18:05.620357,Random
SRCGF,Spruce Ridge Resources Ltd.,0.0613,0.0,0.0,15200,23876,12886000,2024-02-08T06:18:05.620357,Random
BLFR,BlueFire Equipment Corporation,0.345,-0.0038,-1.09,41444,71505,11712000,2024-02-08T06:18:05.620357,Random
SLGD,Scott's Liquid Gold-Inc.,0.89,0.005,0.56,47032,39265,11576000,2024-02-08T06:18:05.620357,Random
CANOF,California Nanotechnologies Corp.,0.26,-0.025,-8.77,31645,15672,11573000,2024-02-08T06:18:05.620357,Random
WETG,"WeTrade Group, Inc.",2.12,-0.24,-10.17,13135,30191,5565000,2024-02-08T06:18:05.620357,Random
LBRG,"Ladybug Resource Group, Inc.",0.02,0.0001,0.5,920000,246337,4555000,2024-02-08T06:18:05.620357,Random
PCCYF,PetroChina Company Limited,0.78,-0.01,-1.27,36915,134058,216469000000,2024-02-28T06:17:58.924107,Random
RCRUY,"Recruit Holdings Co., Ltd.",7.94,-0.06,-0.75,159770,277888,61942000000,2024-02-28T06:17:58.924107,Random
UGP,Ultrapar Participações S.A.,6.29,0.08,1.29,1431000,1382000,6853000000,2024-02-28T06:17:58.924107,Random
AUR,"Aurora Innovation, Inc.",2.74,0.05,1.86,6052000,6774000,4207000000,2024-02-28T06:17:58.924107,Random
MQ,"Marqeta, Inc.",7.12,0.34,5.01,6460000,4929000,3716000000,2024-02-28T06:17:58.924107,Random
HMY,Harmony Gold Mining Company Limited,5.53,-0.05,-0.9,2511000,4565000,3497000000,2024-02-28T06:17:58.924107,Random
UEC,Uranium Energy Corp.,6.66,0.26,4.06,7761000,8767000,2617000000,2024-02-28T06:17:58.924107,Random
OPEN,Opendoor Technologies Inc.,3.11,0.06,1.97,17020000,21889000,2114000000,2024-02-28T06:17:58.924107,Random
ATHOF,Athabasca Oil Corporation,3.5,-0.02,-0.57,156250,261705,2014000000,2024-02-28T06:17:58.924107,Random
HOEGF,Höegh Autoliners ASA,9.71,-0.67,-6.45,22083,17690,1852000000,2024-02-28T06:17:58.924107,Random
YLLXF,Yellow Cake plc,8.28,-0.09,-1.11,25013,19648,1796000000,2024-02-28T06:17:58.924107,Random
AWEVF,Alphawave IP Group plc,2.25,0.09,4.17,37790,13760,1610000000,2024-02-28T06:17:58.924107,Random
AVPT,"AvePoint, Inc.",7.99,0.1,1.27,579709,790836,1467000000,2024-02-28T06:17:58.924107,Random
VTEX,VTEX,7.73,0.33,4.46,425190,331873,1452000000,2024-02-28T06:17:58.924107,Random
AUTL,Autolus Therapeutics plc,6.14,-0.19,-3.0,3083000,1604000,1426000000,2024-02-28T06:17:58.924107,Random
ADMA,"ADMA Biologics, Inc.",5.52,0.12,2.22,2670000,2175000,1247000000,2024-02-28T06:17:58.924107,Random
MDXG,"MiMedx Group, Inc.",8.4,0.14,1.69,765631,669191,1230000000,2024-02-28T06:17:58.924107,Random
BITF,Bitfarms Ltd.,3.54,-0.06,-1.67,43094000,32195000,1146000000,2024-02-28T06:17:58.924107,Random
ZJYL,Jin Medical International Ltd.,6.57,0.13,2.02,217101,1347000,1029000000,2024-02-28T06:17:58.924107,Random
CIFR,Cipher Mining Inc.,3.45,0.05,1.47,9483000,9612000,886850000,2024-02-28T06:17:58.924107,Random
IREN,Iris Energy Limited,6.77,-0.14,-2.03,12369000,7375000,704303000,2024-02-28T06:17:58.924107,Random
DYLLF,Deep Yellow Limited,0.8397,0.0097,1.17,457046,234898,642098000,2024-02-28T06:17:58.924107,Random
SNWGF,Snowline Gold Corp.,4.04,0.01,0.25,84089,67561,588479000,2024-02-28T06:17:58.924107,Random
QD,Qudian Inc.,2.4,0.02,0.84,655617,953833,539758000,2024-02-28T06:17:58.924107,Random
REAX,The Real Brokerage Inc.,2.95,-0.05,-1.67,170050,314828,536310000,2024-02-28T06:17:58.924107,Random
