Symbol,Close,Volume Mean,Screener,Date,Order,0.5%
TTI,9.86,1846160,Random 10,2026-05-07,2,91015.688
GENI,4.4,5119100,Random 10,2026-05-07,3,112620.2
ALT,3.26,4673440,Random 10,2026-05-07,4,76177.072
UEC,15.77,8730400,Random 10,2026-05-07,5,688392.04
OCG,2.14,2239620,Random 5,2026-05-07,1,23963.934
SGMT,8.38,1265060,Random 5,2026-05-07,2,53006.014
UAMY,12.61,19469340,Random 5,2026-05-07,3,1227541.887
YYGH,1.09,459540,Random 5,2026-05-07,4,2504.4930000000004
PODC,3.8,388580,Random 5,2026-05-07,5,7383.02
TGEN,5.35,551940,Random 5,2026-05-07,6,14764.395
LAES,3.32,10321780,Random 5,2026-05-07,7,171341.548
IPW,0.831,602000,Random 5,2026-05-07,8,2501.31
REPL,3.44,5587140,Winners 10,2026-05-07,1,96098.808
TCNNF,9.79,432380,Winners 10,2026-05-07,2,21165.001
IMDX,5.03,664520,Winners 10,2026-05-07,3,16712.678
CMPS,9.76,3529260,Winners 10,2026-05-07,4,172227.888
CADL,7.63,1988180,Winners 10,2026-05-07,5,75849.06700000001
LAC,5.99,16249460,Winners 10,2026-05-07,6,486671.3270000001
ALDX,1.74,983060,Winners 10,2026-05-07,7,8552.622
RUM,8.05,3385160,Winners 10,2026-05-07,8,136252.69000000003
WNW,3.77,1968120,Winners 5,2026-05-07,1,37099.062000000005
LBGJ,1.02,1323780,Winners 5,2026-05-07,2,6751.278
VEEE,6.01,708228,Winners 5,2026-05-07,3,21282.2514
LRHC,1.91,1807260,Winners 5,2026-05-07,4,17259.333
ACHV,4.8,973060,Winners 5,2026-05-07,5,23353.44
TMC,6.16,6864400,Winners 5,2026-05-07,6,211423.52
STEX,1.01,2256000,Winners 5,2026-05-07,7,11392.8
TSHA,6.98,2393060,Winners 5,2026-05-07,8,83517.79400000001
MLYS,29.35,1392540,Loosers 10,2026-05-08,1,204355.245
NTSK,11.4,3769600,Loosers 10,2026-05-08,2,214867.2
GPRE,16.46,1905320,Loosers 10,2026-05-08,3,156807.836
LFST,8.85,5555560,Loosers 10,2026-05-08,4,245833.53
LZ,6.07,3129300,Loosers 10,2026-05-08,5,94974.255
ALVO,3.2,347400,Loosers 10,2026-05-08,6,5558.400000000001
NCI,1.11,1383580,Loosers 5,2026-05-08,1,7678.869000000001
TELA,1.1,477800,Loosers 5,2026-05-08,2,2627.9
ELAB,2.16,442100,Loosers 5,2026-05-08,3,4774.68
THRY,3.72,1199920,Loosers 5,2026-05-08,4,22318.512
CHGG,1.28,2785280,Loosers 5,2026-05-08,5,17825.792
EDSA,17.43,489180,Random 10,2026-05-08,1,42632.037
TBI,6.01,589880,Random 10,2026-05-08,2,17725.894
TORO,5.45,354300,Random 10,2026-05-08,3,9654.675
HIMX,16.03,7403580,Random 10,2026-05-08,4,593396.937
ARQ,2.59,472660,Random 10,2026-05-08,5,6120.947
SCZM,8.83,482800,Random 10,2026-05-08,6,21315.62
LAW,4.01,581140,Random 10,2026-05-08,7,11651.857
TROO,4.47,385760,Random 5,2026-05-08,1,8621.736
LWLG,14.83,12540020,Random 5,2026-05-08,2,929842.483
IMPP,4.91,579480,Random 5,2026-05-08,3,14226.234000000002
ZENA,2.1,2389820,Random 5,2026-05-08,4,25093.11
INDO,3.14,798460,Random 5,2026-05-08,5,12535.822
ZVIA,1.3,994320,Random 5,2026-05-08,6,6463.08
GROY,3.6,1791000,Random 5,2026-05-08,7,32238.0
CXAI,0.154,3329000,Random 5,2026-05-08,8,2563.33
SKK,5.55,7174220,Winners 10,2026-05-08,1,199084.605
RMAX,11.06,1088240,Winners 10,2026-05-08,2,60179.672000000006
QVCGP,4.15,544069,Winners 10,2026-05-08,3,11289.431750000002
CADL,7.79,2199500,Winners 10,2026-05-08,4,85670.52500000001
ADVB,7.2,1197100,Winners 10,2026-05-08,5,43095.6
ARBB,4.62,419240,Winners 10,2026-05-08,6,9684.444
SKLZ,6.92,960920,Winners 10,2026-05-08,7,33247.832
CCC,5.21,14438860,Winners 10,2026-05-08,8,376132.303
LBGJ,0.948,1353400,Winners 5,2026-05-08,1,6415.116
CRE,3.1,3271440,Winners 5,2026-05-08,2,50707.32
FATN,3.59,834020,Winners 5,2026-05-08,3,14970.659
EGHT,2.67,2419480,Winners 5,2026-05-08,4,32300.058
SOBR,1.8,77639360,Winners 5,2026-05-08,5,698754.24
TOI,4.07,1606260,Winners 5,2026-05-08,6,32687.391000000003
SUNE,1.66,830700,Winners 5,2026-05-08,7,6894.81
SLNH,1.52,25218360,Winners 5,2026-05-08,8,191659.536
RILY,8.18,880420,Loosers 10,2026-05-11,1,36009.178
GPRE,18.19,2101580,Loosers 10,2026-05-11,2,191138.70100000003
LFMD,4.78,1301200,Loosers 10,2026-05-11,3,31098.68
CTNT,2.92,1747160,Loosers 5,2026-05-11,1,25508.536
NCI,1.12,1620120,Loosers 5,2026-05-11,2,9072.672
AMPG,2.2,645480,Loosers 5,2026-05-11,3,7100.28
SLQT,1.12,7199660,Loosers 5,2026-05-11,4,40318.096000000005
DDD,2.47,2781640,Loosers 5,2026-05-11,5,34353.254
THRY,3.81,1057500,Loosers 5,2026-05-11,6,20145.375
MAIA,1.32,556480,Loosers 5,2026-05-11,7,3672.768
BZFD,0.823,313100,Loosers 5,2026-05-11,8,1288.4065
GSIT,8.45,1269240,Random 10,2026-05-11,1,53625.39
ATOM,8.41,4232920,Random 10,2026-05-11,2,177994.28600000002
PPSI,4.19,329940,Random 10,2026-05-11,3,6912.243
NOK,12.82,112795320,Random 10,2026-05-11,4,7230180.012000001
SHLS,8.84,8041000,Random 10,2026-05-11,5,355412.2
CRSR,7.88,1840960,Random 10,2026-05-11,6,72533.824
NKTX,3.19,1027320,Random 10,2026-05-11,7,16385.754
DSGN,14.22,534380,Random 10,2026-05-11,8,37994.418000000005
ABSI,5.9,6597440,Random 5,2026-05-11,1,194624.48
YYGH,1.12,406880,Random 5,2026-05-11,2,2278.528
PODC,3.57,345120,Random 5,2026-05-11,3,6160.392
LWLG,16.43,11291860,Random 5,2026-05-11,4,927626.299
KULR,2.89,1225540,Random 5,2026-05-11,5,17709.053
ORGO,2.37,1811980,Random 5,2026-05-11,6,21471.963000000003
IMMP,0.45,1025260,Random 5,2026-05-11,7,2306.835
CTM,0.753,5070020,Random 5,2026-05-11,8,19088.6253
REPL,4.07,7822780,Winners 10,2026-05-11,1,159193.573
QVCGP,5.72,578031,Winners 10,2026-05-11,2,16531.6866
BOOM,7.44,345220,Winners 10,2026-05-11,3,12842.184
FCEL,13.7,8854940,Winners 10,2026-05-11,4,606563.39
CADL,8.35,2388460,Winners 10,2026-05-11,5,99718.205
ANGX,3.35,1636820,Winners 10,2026-05-11,6,27416.735
ALDX,1.73,890260,Winners 10,2026-05-11,7,7700.749000000001
NUAI,4.99,6608520,Winners 10,2026-05-11,8,164882.574
LBGJ,0.913,1352960,Winners 5,2026-05-11,1,6176.2624
TLIH,3.9,1048560,Winners 5,2026-05-11,2,20446.92
PEPG,1.76,980480,Winners 5,2026-05-11,3,8628.224
KOPN,5.41,14528380,Winners 5,2026-05-11,4,392992.679
VLN,2.79,3731040,Winners 5,2026-05-11,5,52048.008
IHRT,5.68,1388540,Winners 5,2026-05-11,6,39434.536
ACHV,5.21,1082200,Winners 5,2026-05-11,7,28191.31
SPPL,2.74,694780,Winners 5,2026-05-11,8,9518.486
RAPP,38.43,459320,Loosers 10,2026-05-12,1,88258.338
RILY,9.05,1108640,Loosers 10,2026-05-12,2,50165.96
IVA,5.8,408920,Loosers 10,2026-05-12,3,11858.68
WW,9.99,526600,Loosers 5,2026-05-12,1,26303.67
NPWR,2.04,824260,Loosers 5,2026-05-12,2,8407.452000000001
TELA,0.97,301160,Loosers 5,2026-05-12,3,1460.626
HYPR,1.75,508000,Loosers 5,2026-05-12,4,4445.0
DDD,2.51,3392320,Loosers 5,2026-05-12,5,42573.616
MAIA,1.31,525580,Loosers 5,2026-05-12,6,3442.5490000000004
PRSO,1.38,9037320,Loosers 5,2026-05-12,7,62357.508
ARBE,0.896,1226640,Loosers 5,2026-05-12,8,5495.3472
ORN,15.15,525460,Random 10,2026-05-12,1,39803.595
GSIT,11.72,3591780,Random 10,2026-05-12,2,210478.308
PPSI,4.32,353460,Random 10,2026-05-12,3,7634.736000000001
SCZM,9.43,501800,Random 10,2026-05-12,4,23659.87
NOK,13.92,117012260,Random 10,2026-05-12,5,8144053.296
UEC,16.47,9183300,Random 10,2026-05-12,6,756244.755
ATOM,8.28,4091740,Random 10,2026-05-12,7,169398.036
TTI,10.18,1316020,Random 10,2026-05-12,8,66985.418
CIFR,20.28,36293200,Random 5,2026-05-12,1,3680130.48
WULF,23.37,35086480,Random 5,2026-05-12,2,4099855.188
ABSI,5.78,6519480,Random 5,2026-05-12,3,188412.972
POET,13.9,70155460,Random 5,2026-05-12,4,4875804.47
LAES,3.06,12018240,Random 5,2026-05-12,5,183879.072
HIVE,3.01,16012320,Random 5,2026-05-12,6,240985.416
BTBT,2.15,35318200,Random 5,2026-05-12,7,379670.65
IMMP,0.44,965560,Random 5,2026-05-12,8,2124.232
HPP,11.33,1635240,Winners 10,2026-05-12,1,92636.346
FCEL,15.94,9903200,Winners 10,2026-05-12,2,789285.04
NUAI,5.0,7905960,Winners 10,2026-05-12,3,197649.0
SMR,13.29,37854200,Winners 10,2026-05-12,4,2515411.59
NN,20.22,1556920,Winners 10,2026-05-12,5,157404.612
LAC,5.79,12909240,Winners 10,2026-05-12,6,373722.498
INDI,4.74,5584820,Winners 10,2026-05-12,7,132360.234
BBAI,4.32,45831460,Winners 10,2026-05-12,8,989959.536
APLD,44.59,27530560,Winners 5,2026-05-12,1,6137938.352000001
LBGJ,0.892,1355760,Winners 5,2026-05-12,2,6046.6896
VEEE,7.64,1292800,Winners 5,2026-05-12,3,49384.96
CLYM,11.12,1288440,Winners 5,2026-05-12,4,71637.264
BDRX,3.68,3860560,Winners 5,2026-05-12,5,71034.304
BLDP,4.17,13066840,Winners 5,2026-05-12,6,272443.614
CLRB,3.06,11642320,Winners 5,2026-05-12,7,178127.496
MNDR,1.11,851980,Winners 5,2026-05-12,8,4728.4890000000005
FBLG,1.1,745880,Loosers 10,2026-05-13,1,4102.340000000001
LFST,7.93,12840400,Loosers 10,2026-05-13,2,509121.86
AVD,2.93,308380,Loosers 10,2026-05-13,3,4517.767
WW,9.64,509100,Loosers 5,2026-05-13,1,24538.62
ELAB,1.89,462240,Loosers 5,2026-05-13,2,4368.168
NVVE,0.37,446860,Loosers 5,2026-05-13,3,826.691
GTM,4.06,20103320,Loosers 5,2026-05-13,4,408097.396
CYH,2.87,1427740,Loosers 5,2026-05-13,5,20488.069000000003
KLC,4.19,1290540,Loosers 5,2026-05-13,6,27036.813
AHMA,1.23,18280640,Random 10,2026-05-13,1,112425.936
LINK,3.365,990260,Random 10,2026-05-13,2,16661.1245
DSVSF,7.69,492980,Random 10,2026-05-13,3,18955.081
TBI,5.28,470440,Random 10,2026-05-13,4,12419.616000000002
GENI,4.45,8398220,Random 10,2026-05-13,5,186860.395
NKTX,3.28,806180,Random 10,2026-05-13,6,13221.352
OCG,1.86,1960340,Random 5,2026-05-13,1,18231.162000000004
CIFR,20.06,29106200,Random 5,2026-05-13,2,2919351.86
YYGH,1.06,631380,Random 5,2026-05-13,3,3346.3140000000003
TROO,4.14,382420,Random 5,2026-05-13,4,7916.093999999999
IMPP,5.2,573460,Random 5,2026-05-13,5,14909.96
IMMP,0.47,931860,Random 5,2026-05-13,6,2189.871
ITRG,2.88,1983700,Random 5,2026-05-13,7,28565.28
TRX,1.3,3832420,Random 5,2026-05-13,8,24910.73
SKK,4.63,1671700,Winners 10,2026-05-13,1,38699.855
HPP,11.94,1760760,Winners 10,2026-05-13,2,105117.372
IMDX,4.98,366800,Winners 10,2026-05-13,3,9133.320000000002
ATLX,5.98,1055100,Winners 10,2026-05-13,4,31547.49
EOLS,6.5,943740,Winners 10,2026-05-13,5,30671.55
JMIA,7.98,5505960,Winners 10,2026-05-13,6,219687.80400000003
FATE,2.25,3726300,Winners 10,2026-05-13,7,41920.875
ANGX,3.02,1543740,Winners 10,2026-05-13,8,23310.474
LBGJ,0.813,1351840,Winners 5,2026-05-13,1,5495.2296
PMAX,2.6,13002700,Winners 5,2026-05-13,2,169035.1
SOBR,1.84,17123640,Winners 5,2026-05-13,3,157537.488
FATN,3.61,356240,Winners 5,2026-05-13,4,6430.132
BLDP,4.16,11903380,Winners 5,2026-05-13,5,247590.30400000003
PSNL,6.04,2100900,Winners 5,2026-05-13,6,63447.18
ATLN,1.6,1649060,Winners 5,2026-05-13,7,13192.48
AVAH,6.82,1391460,Winners 5,2026-05-13,8,47448.78600000001
FBLG,1.13,757320,Loosers 10,2026-05-14,1,4278.858
KYTX,10.78,928800,Loosers 10,2026-05-14,2,50062.32
ARRY,8.79,5792940,Loosers 10,2026-05-14,3,254599.713
ALVO,3.67,539780,Loosers 10,2026-05-14,4,9904.963
WW,9.64,502160,Loosers 5,2026-05-14,1,24204.112
TRAW,1.72,23905160,Loosers 5,2026-05-14,2,205584.376
APPS,4.12,2052580,Loosers 5,2026-05-14,3,42283.148
PRSO,0.98,10195020,Loosers 5,2026-05-14,4,49955.598
NVVE,0.413,425420,Loosers 5,2026-05-14,5,878.4923
SLQT,1.12,1993860,Loosers 5,2026-05-14,6,11165.616000000002
NVTS,21.17,44144240,Random 10,2026-05-14,1,4672667.8040000005
SHLS,9.11,6259940,Random 10,2026-05-14,2,285140.267
NOK,14.71,124614380,Random 10,2026-05-14,3,9165387.649000002
BTDR,13.22,6800060,Random 10,2026-05-14,4,449483.966
NKTX,3.06,719220,Random 10,2026-05-14,5,11004.066
IZM,0.414,808880,Random 10,2026-05-14,6,1674.3816000000002
AUTL,1.71,1370440,Random 10,2026-05-14,7,11717.262
OCG,2.36,5866880,Random 5,2026-05-14,1,69229.184
AUR,8.4,38381920,Random 5,2026-05-14,2,1612040.64
CIFR,21.24,26072520,Random 5,2026-05-14,3,2768901.624
YYGH,1.05,544860,Random 5,2026-05-14,4,2860.515
TROO,4.3,380260,Random 5,2026-05-14,5,8175.59
VUZI,3.02,1420780,Random 5,2026-05-14,6,21453.778
NEOV,2.99,450980,Random 5,2026-05-14,7,6742.151000000001
LWLG,18.22,9292660,Random 5,2026-05-14,8,846561.326
PPTA,31.77,1499140,Winners 10,2026-05-14,1,238138.389
BLZE,7.37,1955680,Winners 10,2026-05-14,2,72066.808
NN,21.03,1965100,Winners 10,2026-05-14,3,206630.265
JMIA,7.69,5541860,Winners 10,2026-05-14,4,213084.517
WVE,6.99,4416780,Winners 10,2026-05-14,5,154366.461
EOLS,6.72,767340,Winners 10,2026-05-14,6,25782.624
IBRX,8.15,13987760,Winners 10,2026-05-14,7,570001.22
RUM,8.32,3568040,Winners 10,2026-05-14,8,148430.464
PMAX,3.41,2841100,Winners 5,2026-05-14,1,48440.755
LRHC,1.4,436660,Winners 5,2026-05-14,2,3056.62
PEPG,1.78,808200,Winners 5,2026-05-14,3,7192.9800000000005
FATN,4.14,389940,Winners 5,2026-05-14,4,8071.758
VLN,2.95,4422160,Winners 5,2026-05-14,5,65226.86
MASS,7.54,312580,Winners 5,2026-05-14,6,11784.266
LCID,6.39,18070640,Winners 5,2026-05-14,7,577356.948
SATL,8.1,10848620,Winners 5,2026-05-14,8,439369.11
NTSK,10.92,3817840,Loosers 10,2026-05-15,1,208454.064
RILY,9.34,1210840,Loosers 10,2026-05-15,2,56546.228
GTBP,0.439,3360120,Loosers 10,2026-05-15,3,7375.4634
CTNT,2.01,1716540,Loosers 5,2026-05-15,1,17251.227
WW,11.02,389080,Loosers 5,2026-05-15,2,21438.308
AMPG,2.87,1548700,Loosers 5,2026-05-15,3,22223.845
ELAB,2.06,885100,Loosers 5,2026-05-15,4,9116.53
SMWB,3.07,1285060,Loosers 5,2026-05-15,5,19725.671
PRSO,1.0,10375460,Loosers 5,2026-05-15,6,51877.3
KLC,4.37,1559680,Loosers 5,2026-05-15,7,34079.008
UPLD,0.787,369080,Loosers 5,2026-05-15,8,1452.3298000000002
OSS,17.24,2189900,Random 10,2026-05-15,1,188769.38
IREN,58.4,81353460,Random 10,2026-05-15,2,23755210.32
NVTS,22.32,46504400,Random 10,2026-05-15,3,5189891.04
ARQ,2.63,342320,Random 10,2026-05-15,4,4501.508
FWDI,5.07,1437780,Random 10,2026-05-15,5,36447.723000000005
COYA,5.26,307340,Random 10,2026-05-15,6,8083.041999999999
DPRO,5.63,1659800,Random 10,2026-05-15,7,46723.37
BTQ,3.23,1931620,Random 10,2026-05-15,8,31195.663
HKIT,0.873,3928580,Random 5,2026-05-15,1,17148.2517
POET,20.57,84083880,Random 5,2026-05-15,2,8648027.058
CXDO,9.62,503680,Random 5,2026-05-15,3,24227.008
CIFR,22.29,26863160,Random 5,2026-05-15,4,2993899.182
YYGH,1.09,632820,Random 5,2026-05-15,5,3448.869
CVGI,5.52,818900,Random 5,2026-05-15,6,22601.64
VUZI,3.08,1536180,Random 5,2026-05-15,7,23657.172
SUIG,1.85,600800,Random 5,2026-05-15,8,5557.400000000001
QVCGP,5.76,593184,Winners 10,2026-05-15,1,17083.6992
BLZE,7.27,1770980,Winners 10,2026-05-15,2,64375.123
HPP,11.77,1339720,Winners 10,2026-05-15,3,78842.522
NN,22.18,2637620,Winners 10,2026-05-15,4,292512.058
IMDX,6.42,455960,Winners 10,2026-05-15,5,14636.316
NUAI,5.28,7319980,Winners 10,2026-05-15,6,193247.472
FATE,1.9,3513860,Winners 10,2026-05-15,7,33381.67
VYGR,4.24,568260,Winners 10,2026-05-15,8,12047.112
LCID,6.27,17962360,Winners 5,2026-05-15,1,563119.9859999999
PSNL,6.71,2999020,Winners 5,2026-05-15,2,100617.121
VLN,3.37,5405260,Winners 5,2026-05-15,3,91078.631
KOPN,5.52,18522040,Winners 5,2026-05-15,4,511208.304
PRCH,10.43,1519220,Winners 5,2026-05-15,5,79227.323
SPCE,2.88,11194500,Winners 5,2026-05-15,6,161200.80000000002
STEX,0.956,995420,Winners 5,2026-05-15,7,4758.1076
CLRB,3.2,364620,Winners 5,2026-05-15,8,5833.92
VG,14.23,27592400,Loosers 10,2026-05-18,1,1963199.26
NTSK,11.22,2779220,Loosers 10,2026-05-18,2,155914.24200000003
NCI,1.085,892421,Loosers 5,2026-05-18,1,4841.383925
HCTI,2.17,868020,Loosers 5,2026-05-18,2,9418.017
ELAB,2.08,1151540,Loosers 5,2026-05-18,3,11976.016
TRAW,1.88,6548380,Loosers 5,2026-05-18,4,61554.772
SMWB,3.16,1302060,Loosers 5,2026-05-18,5,20572.548000000003
WXM,0.581,1166620,Loosers 5,2026-05-18,6,3389.0311
GSIT,9.64,5915980,Random 10,2026-05-18,1,285150.23600000003
COMP,7.88,11902100,Random 10,2026-05-18,2,468942.74
MAMA,14.45,395620,Random 10,2026-05-18,3,28583.545
GENI,4.24,5572200,Random 10,2026-05-18,4,118130.64
DGXX,7.54,30248640,Random 5,2026-05-18,1,1140373.728
OCG,2.23,6158040,Random 5,2026-05-18,2,68662.146
CXDO,9.89,400100,Random 5,2026-05-18,3,19784.945
NEOV,2.56,555360,Random 5,2026-05-18,4,7108.608
FCUV,0.843,4525560,Random 5,2026-05-18,5,19075.2354
VUZI,3.0,1853280,Random 5,2026-05-18,6,27799.2
IMMP,0.52,1100320,Random 5,2026-05-18,7,2860.8320000000003
CANG,0.54,836660,Random 5,2026-05-18,8,2258.982
QVCGP,5.55,525249,Winners 10,2026-05-18,1,14575.65975
ALDX,1.68,957220,Winners 10,2026-05-18,2,8040.647999999999
NMAX,7.2,1302560,Winners 10,2026-05-18,3,46892.16
RUM,7.205,3515920,Winners 10,2026-05-18,4,126661.018
KLXE,3.92,403980,Winners 10,2026-05-18,5,7918.008
INV,6.72,2456980,Winners 10,2026-05-18,6,82554.528
ERNA,13.63,4702960,Winners 5,2026-05-18,1,320506.72400000005
VEEE,6.76,312380,Winners 5,2026-05-18,2,10558.444
PMAX,3.19,757260,Winners 5,2026-05-18,3,12078.297
JDZG,2.21,443880,Winners 5,2026-05-18,4,4904.874
FATN,4.1,309440,Winners 5,2026-05-18,5,6343.52
MBAI,1.77,552860,Winners 5,2026-05-18,6,4892.811
SPCE,2.81,10636060,Winners 5,2026-05-18,7,149436.643
BNRG,1.8,2156320,Winners 5,2026-05-18,8,19406.88
RILY,9.42,958320,Loosers 10,2026-05-19,1,45136.872
UIS,3.02,799200,Loosers 10,2026-05-19,2,12067.92
RNW,5.47,1117720,Loosers 10,2026-05-19,3,30569.642
EVC,8.0,4502760,Loosers 5,2026-05-19,1,180110.4
ELAB,1.88,1132920,Loosers 5,2026-05-19,2,10649.448
HCTI,2.22,878840,Loosers 5,2026-05-19,3,9755.124000000002
GRCE,2.17,365380,Loosers 5,2026-05-19,4,3964.373
SMWB,3.42,1245500,Loosers 5,2026-05-19,5,21298.05
MAIA,1.26,571400,Loosers 5,2026-05-19,6,3599.82
PRSO,1.0,2201300,Loosers 5,2026-05-19,7,11006.5
CMPX,1.83,4927260,Random 10,2026-05-19,1,45084.429
HMY,16.45,4340040,Random 10,2026-05-19,2,356968.29
COMP,7.91,12689520,Random 10,2026-05-19,3,501870.516
AUTL,1.8,2702920,Random 10,2026-05-19,4,24326.28
GENI,5.18,6637440,Random 10,2026-05-19,5,171909.69599999997
LNKS,1.48,6958520,Random 5,2026-05-19,1,51493.048
KULR,3.92,4513120,Random 5,2026-05-19,2,88457.15199999999
FCUV,0.856,4624600,Random 5,2026-05-19,3,19793.288
IPW,0.86,886960,Random 5,2026-05-19,4,3813.928
VUZI,3.65,2977800,Random 5,2026-05-19,5,54344.85
TANH,0.39,314560,Random 5,2026-05-19,6,613.392
ORGO,2.48,2015420,Random 5,2026-05-19,7,24991.208
MAPS,0.37,559520,Random 5,2026-05-19,8,1035.112
ATRA,9.15,548340,Winners 10,2026-05-19,1,25086.555
NN,21.59,3034960,Winners 10,2026-05-19,2,327623.932
BLZE,7.41,1397180,Winners 10,2026-05-19,3,51765.51900000001
NMAX,7.22,1385540,Winners 10,2026-05-19,4,50017.994
NESR,25.99,1955440,Winners 10,2026-05-19,5,254109.428
EOLS,6.57,690080,Winners 10,2026-05-19,6,22669.128000000004
EDBL,0.287,27863920,Winners 10,2026-05-19,7,39984.72519999999
GPRK,10.39,552980,Winners 10,2026-05-19,8,28727.311
PSNL,6.72,2958040,Winners 5,2026-05-19,1,99390.144
FATN,5.15,454880,Winners 5,2026-05-19,2,11713.16
SOBR,1.3,2679580,Winners 5,2026-05-19,3,17417.27
MBAI,1.87,451180,Winners 5,2026-05-19,4,4218.533
BEAT,0.959,1057900,Winners 5,2026-05-19,5,5072.6305
STEX,0.99,1183540,Winners 5,2026-05-19,6,5858.523
AMBO,2.58,830540,Winners 5,2026-05-19,7,10713.966
BLND,1.58,7671860,Winners 5,2026-05-19,8,60607.694
OBIO,4.0,432700,Loosers 10,2026-05-20,1,8654.0
EVC,8.08,4342520,Loosers 5,2026-05-20,1,175437.80800000002
HCHL,3.45,1087840,Loosers 5,2026-05-20,2,18765.24
APPS,4.17,3331380,Loosers 5,2026-05-20,3,69459.273
ADIL,2.06,467260,Loosers 5,2026-05-20,4,4812.778
ORGN,1.49,5145700,Loosers 5,2026-05-20,5,38335.465
HIMX,19.29,5808820,Random 10,2026-05-20,1,560260.689
NOK,13.67,114469500,Random 10,2026-05-20,2,7823990.325
NNOX,1.73,1237020,Random 10,2026-05-20,3,10700.223
LNKS,1.59,6994420,Random 5,2026-05-20,1,55605.639
DGXX,7.72,22976580,Random 5,2026-05-20,2,886895.988
IMMP,0.5,1112820,Random 5,2026-05-20,3,2782.05
HLP,0.95,1240880,Random 5,2026-05-20,4,5894.18
TII,2.38,457780,Random 5,2026-05-20,5,5447.581999999999
SPRO,2.59,892260,Random 5,2026-05-20,6,11554.767
INDO,3.22,637180,Random 5,2026-05-20,7,10258.598
ZVIA,1.35,1499540,Random 5,2026-05-20,8,10121.895000000002
NN,22.82,3252120,Winners 10,2026-05-20,1,371066.8920000001
IPWR,6.03,1133120,Winners 10,2026-05-20,2,34163.56800000001
AIRS,4.86,1220740,Winners 10,2026-05-20,3,29663.982000000004
QNTM,7.0,440200,Winners 10,2026-05-20,4,15407.0
WVE,6.14,5868440,Winners 10,2026-05-20,5,180161.108
EDBL,0.269,28472860,Winners 10,2026-05-20,6,38295.9967
FEAM,1.83,429900,Winners 10,2026-05-20,7,3933.585
HPAI,1.12,346520,Winners 10,2026-05-20,8,1940.512
RXT,4.695,33408640,Winners 5,2026-05-20,1,784267.824
PMAX,2.71,628400,Winners 5,2026-05-20,2,8514.82
SNAL,1.12,76688300,Winners 5,2026-05-20,3,429454.4800000001
ANY,1.8,326580,Winners 5,2026-05-20,4,2939.2200000000003
STEX,1.19,1464060,Winners 5,2026-05-20,5,8711.157
CLRB,3.06,311580,Winners 5,2026-05-20,6,4767.174
GRWG,1.57,801400,Winners 5,2026-05-20,7,6290.99
IOBT,0.0031,352037,Winners 5,2026-05-20,8,5.456573499999999
SPIR,20.08,1578020,Loosers 10,2026-05-21,1,158433.20799999998
ARRY,8.26,4270740,Loosers 10,2026-05-21,2,176381.562
NCI,9.02,429367,Loosers 5,2026-05-21,1,19364.4517
EVC,8.21,3576360,Loosers 5,2026-05-21,2,146809.578
HCTI,2.37,869140,Loosers 5,2026-05-21,3,10299.309
GRCE,2.18,329500,Loosers 5,2026-05-21,4,3591.55
APPS,4.55,3401620,Loosers 5,2026-05-21,5,77386.855
TRAW,1.62,1011500,Loosers 5,2026-05-21,6,8193.15
ARBE,0.995,2976840,Loosers 5,2026-05-21,7,14809.779
ORIS,0.449,322840,Loosers 5,2026-05-21,8,724.7758
TMCI,2.82,922200,Random 10,2026-05-21,1,13003.02
CMPX,1.89,4314240,Random 10,2026-05-21,2,40769.568
MDXG,3.79,1199820,Random 10,2026-05-21,3,22736.589
NNOX,1.81,1057680,Random 10,2026-05-21,4,9572.004
AUTL,1.62,2612960,Random 10,2026-05-21,5,21164.976
IZM,0.397,691940,Random 10,2026-05-21,6,1373.5009
LNKS,1.74,6845520,Random 5,2026-05-21,1,59556.024000000005
HKIT,0.7,687840,Random 5,2026-05-21,2,2407.44
DGXX,7.56,19891180,Random 5,2026-05-21,3,751886.6039999999
TGEN,5.3,952620,Random 5,2026-05-21,4,25244.43
IPW,0.58,1045680,Random 5,2026-05-21,5,3032.472
MAPS,0.38,399460,Random 5,2026-05-21,6,758.9739999999999
SES,1.04,11186480,Random 5,2026-05-21,7,58169.696
ORGO,2.55,1814900,Random 5,2026-05-21,8,23139.975
REPL,5.16,6171420,Winners 10,2026-05-21,1,159222.636
IMDX,6.19,558080,Winners 10,2026-05-21,2,17272.576
AIRS,5.09,1070460,Winners 10,2026-05-21,3,27243.207
WEST,8.46,894060,Winners 10,2026-05-21,4,37818.738000000005
NMAX,7.31,1303460,Winners 10,2026-05-21,5,47641.463
BLZE,7.43,1425460,Winners 10,2026-05-21,6,52955.83899999999
CYRX,14.07,712020,Winners 10,2026-05-21,7,50090.607
EDBL,0.277,25972620,Winners 10,2026-05-21,8,35972.078700000005
PMAX,2.74,350880,Winners 5,2026-05-21,1,4807.0560000000005
BWEN,3.76,1276680,Winners 5,2026-05-21,2,24001.584
IPHA,2.2,563740,Winners 5,2026-05-21,3,6201.14
BZFD,1.57,3871100,Winners 5,2026-05-21,4,30388.135
PEPG,1.44,849580,Winners 5,2026-05-21,5,6116.976
SIDU,3.845,25292120,Winners 5,2026-05-21,6,486241.007
DHC,9.13,1566060,Winners 5,2026-05-21,7,71490.63900000001
DDD,2.77,3716220,Winners 5,2026-05-21,8,51469.647
